token	corpus size	all contexts size	frequency	co-frequency	specificity
دفعت	214049	9514	4	3	3.47
تأثيرات	214049	9514	4	3	3.47
عنداني	214049	9514	4	3	3.47
لنقد	214049	9514	4	3	3.47
يؤخذ	214049	9514	4	3	3.47
right	214049	9514	4	3	3.47
يتجه	214049	9514	4	3	3.47
المحور	214049	9514	4	3	3.47
لمصطلح	214049	9514	4	3	3.47
موت	214049	9514	4	3	3.47
الاسلامية	214049	9514	23	6	3.44
انظر	214049	9514	23	6	3.44
النصف	214049	9514	9	4	3.41
المستشرقون	214049	9514	201	20	3.37
أبرز	214049	9514	33	7	3.35
التغريب	214049	9514	16	5	3.34
اليهود	214049	9514	25	6	3.24
النبوية	214049	9514	56	9	3.22
نظرة	214049	9514	17	5	3.21
مقدمة	214049	9514	17	5	3.21
التعريف	214049	9514	17	5	3.21
ج1	214049	9514	10	4	3.21
هـي	214049	9514	10	4	3.21
الطبعة	214049	9514	26	6	3.15
عدة	214049	9514	26	6	3.15
كل	214049	9514	195	19	3.14
أوروبا	214049	9514	82	11	3.13
والدوافع	214049	9514	5	3	3.10
ره	214049	9514	5	3	3.10
التطو	214049	9514	5	3	3.10
وأطلق	214049	9514	5	3	3.10
ويضيف	214049	9514	5	3	3.10
يستطع	214049	9514	5	3	3.10
سبب	214049	9514	5	3	3.10
ص20	214049	9514	5	3	3.10
الإسرائيلي	214049	9514	5	3	3.10
مؤسسات	214049	9514	5	3	3.10
prev	214049	9514	5	3	3.10
اتخاذ	214049	9514	5	3	3.10
دار	214049	9514	83	11	3.09
الثقافات	214049	9514	18	5	3.08
أما	214049	9514	72	10	3.02
المؤتمرات	214049	9514	38	7	2.98
يعرف	214049	9514	19	5	2.97
حوارات	214049	9514	19	5	2.97
المنهجية	214049	9514	19	5	2.97
الديني	214049	9514	61	9	2.96
الأوروبي	214049	9514	29	6	2.89
حقل	214049	9514	29	6	2.89
JSON	214049	9514	12	4	2.87
صفحة	214049	9514	12	4	2.87
القاضي	214049	9514	12	4	2.87
سؤال	214049	9514	12	4	2.87
عمر	214049	9514	20	5	2.87
اللغة	214049	9514	176	17	2.85
ذات	214049	9514	40	7	2.85
ذلك	214049	9514	341	27	2.82
لا	214049	9514	393	30	2.82
المعرفة	214049	9514	64	9	2.82
ولم	214049	9514	64	9	2.82
المراحل	214049	9514	6	3	2.81
علما	214049	9514	6	3	2.81
السامرائي	214049	9514	6	3	2.81
نقله	214049	9514	6	3	2.81
وتطو	214049	9514	6	3	2.81
أنواع	214049	9514	6	3	2.81
والمعرفي	214049	9514	6	3	2.81
نظام	214049	9514	6	3	2.81
والمعنوية	214049	9514	6	3	2.81
تعريفات	214049	9514	6	3	2.81
أجله	214049	9514	6	3	2.81
الغايات	214049	9514	6	3	2.81
والرؤى	214049	9514	6	3	2.81
1978	214049	9514	6	3	2.81
لطيفة	214049	9514	6	3	2.81
حسيب	214049	9514	6	3	2.81
المالي	214049	9514	6	3	2.81
شيء	214049	9514	30	6	2.81
عند	214049	9514	105	12	2.77
معرفة	214049	9514	65	9	2.77
فتح	214049	9514	21	5	2.77
الجغرافية	214049	9514	21	5	2.77
الحقيقي	214049	9514	13	4	2.73
الخاص	214049	9514	13	4	2.73
كحركة	214049	9514	2	2	2.70
وتبرز	214049	9514	2	2	2.70
Colonial	214049	9514	2	2	2.70
ويشمل	214049	9514	2	2	2.70
دقيقين	214049	9514	2	2	2.70
أقسامه	214049	9514	2	2	2.70
اھتمام	214049	9514	2	2	2.70
والافتعالية	214049	9514	2	2	2.70
للمزيد	214049	9514	2	2	2.70
نتكل	214049	9514	2	2	2.70
الفرعية	214049	9514	2	2	2.70
ومقولاته	214049	9514	2	2	2.70
ركيزة	214049	9514	2	2	2.70
وجوده	214049	9514	2	2	2.70
تتلاقى	214049	9514	2	2	2.70
والتبشير	214049	9514	2	2	2.70
عناني	214049	9514	2	2	2.70
تصورات	214049	9514	2	2	2.70
لحق	214049	9514	2	2	2.70
ومراحله	214049	9514	2	2	2.70
يقطع	214049	9514	2	2	2.70
التخلف	214049	9514	2	2	2.70
بداياتها	214049	9514	2	2	2.70
ومدروس	214049	9514	2	2	2.70
ثناء	214049	9514	2	2	2.70
واعداد	214049	9514	2	2	2.70
معكوسا	214049	9514	2	2	2.70
الإله	214049	9514	2	2	2.70
بلقزيز	214049	9514	2	2	2.70
نقديات	214049	9514	2	2	2.70
للتقوى	214049	9514	2	2	2.70
ينبغون	214049	9514	2	2	2.70
ويصدرون	214049	9514	2	2	2.70
سنذكره	214049	9514	2	2	2.70
نحتاج	214049	9514	2	2	2.70
تنشيط	214049	9514	2	2	2.70
حب	214049	9514	2	2	2.70
يمكنهم	214049	9514	2	2	2.70
الانصراف	214049	9514	2	2	2.70
بأمانة	214049	9514	2	2	2.70
وإخلاص	214049	9514	2	2	2.70
لعلم	214049	9514	2	2	2.70
1404هـ	214049	9514	2	2	2.70
بيدين	214049	9514	2	2	2.70
اندونيسيا	214049	9514	2	2	2.70
الادب	214049	9514	2	2	2.70
سمايلوميش	214049	9514	2	2	2.70
ص24	214049	9514	2	2	2.70
اركون	214049	9514	2	2	2.70
للاتصال	214049	9514	2	2	2.70
يسيرة	214049	9514	2	2	2.70
تحدوه	214049	9514	2	2	2.70
وتحببه	214049	9514	2	2	2.70
تؤرخ	214049	9514	2	2	2.70
كثرت	214049	9514	2	2	2.70
فلعله	214049	9514	2	2	2.70
الاستغلالي	214049	9514	2	2	2.70
التوسعي	214049	9514	2	2	2.70
التوسعية	214049	9514	2	2	2.70
للدول	214049	9514	2	2	2.70
دليلا	214049	9514	2	2	2.70
بالأهداف	214049	9514	2	2	2.70
ويتضح	214049	9514	2	2	2.70
والمشاركة	214049	9514	2	2	2.70
إضاءات	214049	9514	2	2	2.70
تذكر	214049	9514	2	2	2.70
بإيجاز	214049	9514	2	2	2.70
ببعضنا	214049	9514	2	2	2.70
وتعتريه	214049	9514	2	2	2.70
الدهشة	214049	9514	2	2	2.70
ويتساءل	214049	9514	2	2	2.70
بجهودها	214049	9514	2	2	2.70
ضخمة	214049	9514	2	2	2.70
ويستطيع	214049	9514	2	2	2.70
يدع	214049	9514	2	2	2.70
حرر	214049	9514	2	2	2.70
إسار	214049	9514	2	2	2.70
محيط	214049	9514	2	2	2.70
ص112	214049	9514	2	2	2.70
وتعريفه	214049	9514	2	2	2.70
تتب	214049	9514	2	2	2.70
دكتر	214049	9514	2	2	2.70
المعر	214049	9514	2	2	2.70
تداولا	214049	9514	2	2	2.70
نتوقف	214049	9514	2	2	2.70
والمعرفية	214049	9514	2	2	2.70
خانة	214049	9514	2	2	2.70
وكندا	214049	9514	2	2	2.70
7awl	214049	9514	2	2	2.70
alEstshraq	214049	9514	2	2	2.70
ودوافعه	214049	9514	2	2	2.70
للإشارة	214049	9514	2	2	2.70
وعليه	214049	9514	2	2	2.70
المستنير	214049	9514	2	2	2.70
بظاهرة	214049	9514	2	2	2.70
التخاذل	214049	9514	2	2	2.70
الأنموذج	214049	9514	2	2	2.70
لمؤسسة	214049	9514	2	2	2.70
انفصال	214049	9514	2	2	2.70
كعلم	214049	9514	2	2	2.70
بتخليص	214049	9514	2	2	2.70
مضمونه	214049	9514	2	2	2.70
وانساق	214049	9514	2	2	2.70
المتنامية	214049	9514	2	2	2.70
المتعاون	214049	9514	2	2	2.70
ختام	214049	9514	2	2	2.70
الملحة	214049	9514	2	2	2.70
هـل	214049	9514	2	2	2.70
أين	214049	9514	2	2	2.70
تتحدث	214049	9514	2	2	2.70
واتهامات	214049	9514	2	2	2.70
المتشكك	214049	9514	2	2	2.70
فلست	214049	9514	2	2	2.70
ومؤتمراتهم	214049	9514	2	2	2.70
تمارس	214049	9514	2	2	2.70
ومعاهد	214049	9514	2	2	2.70
منتشرة	214049	9514	2	2	2.70
لاستمرار	214049	9514	2	2	2.70
تصرفنا	214049	9514	2	2	2.70
لإجراء	214049	9514	2	2	2.70
وللحفاظ	214049	9514	2	2	2.70
نشاطنا	214049	9514	2	2	2.70
التعليمي	214049	9514	2	2	2.70
يتناقض	214049	9514	2	2	2.70
ستظل	214049	9514	2	2	2.70
كوسيلة	214049	9514	2	2	2.70
أخذ	214049	9514	22	5	2.68
تحليلية	214049	9514	22	5	2.68
يعد	214049	9514	22	5	2.68
كذلك	214049	9514	22	5	2.68
بعد	214049	9514	169	16	2.65
الدراسات	214049	9514	318	25	2.64
هي	214049	9514	82	10	2.61
يذكر	214049	9514	14	4	2.61
مكسيم	214049	9514	14	4	2.61
سياسي	214049	9514	14	4	2.61
الباحثين	214049	9514	69	9	2.60
لوحة	214049	9514	7	3	2.59
خارجية	214049	9514	7	3	2.59
اللاهوتي	214049	9514	7	3	2.59
خدم	214049	9514	7	3	2.59
معرفية	214049	9514	7	3	2.59
يختص	214049	9514	7	3	2.59
ازدهار	214049	9514	7	3	2.59
السباعي	214049	9514	23	5	2.59
الباحثون	214049	9514	23	5	2.59
ـ	214049	9514	141	14	2.58
اتجاه	214049	9514	15	4	2.49
التجاني	214049	9514	15	4	2.49
BUTTON	214049	9514	328	25	2.49
مصطفى	214049	9514	35	6	2.48
ليس	214049	9514	60	8	2.44
Orientalism	214049	9514	48	7	2.41
لقد	214049	9514	48	7	2.41
الإيطالي	214049	9514	8	3	2.41
المعهد	214049	9514	8	3	2.41
المنظمة	214049	9514	8	3	2.41
caret	214049	9514	8	3	2.41
تمام	214049	9514	8	3	2.41
النوع	214049	9514	8	3	2.41
ico	214049	9514	8	3	2.41
svg	214049	9514	8	3	2.41
المثال	214049	9514	16	4	2.39
أولا	214049	9514	16	4	2.39
المعنى	214049	9514	16	4	2.39
آخر	214049	9514	89	10	2.38
ينظر	214049	9514	37	6	2.36
المعاصر	214049	9514	37	6	2.36
لم	214049	9514	167	15	2.34
يقول	214049	9514	63	8	2.32
السياسية	214049	9514	50	7	2.32
أهم	214049	9514	50	7	2.32
الإسلامي	214049	9514	397	28	2.29
المفهوم	214049	9514	17	4	2.29
وأثرها	214049	9514	17	4	2.29
نوع	214049	9514	17	4	2.29
استخدام	214049	9514	17	4	2.29
ألمانيا	214049	9514	17	4	2.29
العربي	214049	9514	122	12	2.29
خاصة	214049	9514	51	7	2.27
فقد	214049	9514	139	13	2.25
استعمارية	214049	9514	9	3	2.25
معاهد	214049	9514	9	3	2.25
شهد	214049	9514	9	3	2.25
أسباب	214049	9514	9	3	2.25
يتعل	214049	9514	9	3	2.25
المقاومة	214049	9514	9	3	2.25
الروحية	214049	9514	9	3	2.25
الخلاصة	214049	9514	9	3	2.25
المسبقة	214049	9514	9	3	2.25
بدون	214049	9514	9	3	2.25
كبريطانيا	214049	9514	3	2	2.25
الجيد	214049	9514	3	2	2.25
نكون	214049	9514	3	2	2.25
لديها	214049	9514	3	2	2.25
بتدريس	214049	9514	3	2	2.25
بجميع	214049	9514	3	2	2.25
وبسبب	214049	9514	3	2	2.25
وتوسعت	214049	9514	3	2	2.25
قاسم	214049	9514	3	2	2.25
خويه	214049	9514	3	2	2.25
قويا	214049	9514	3	2	2.25
التعاطي	214049	9514	3	2	2.25
أفول	214049	9514	3	2	2.25
فعلى	214049	9514	3	2	2.25
هاما	214049	9514	3	2	2.25
الامين	214049	9514	3	2	2.25
النعيمي	214049	9514	3	2	2.25
مييز	214049	9514	3	2	2.25
نشأته	214049	9514	3	2	2.25
الجماعي	214049	9514	3	2	2.25
بحقل	214049	9514	3	2	2.25
صادق	214049	9514	3	2	2.25
جلال	214049	9514	3	2	2.25
العظم	214049	9514	3	2	2.25
وإعداد	214049	9514	3	2	2.25
وحدوده	214049	9514	3	2	2.25
أثرها	214049	9514	3	2	2.25
أقبلوا	214049	9514	3	2	2.25
خروبات	214049	9514	3	2	2.25
الأدبيات	214049	9514	3	2	2.25
النعيم	214049	9514	3	2	2.25
ص22	214049	9514	3	2	2.25
ص43	214049	9514	3	2	2.25
الابتعاد	214049	9514	3	2	2.25
بقرار	214049	9514	3	2	2.25
تنتقد	214049	9514	3	2	2.25
صوب	214049	9514	3	2	2.25
675	214049	9514	3	2	2.25
العجب	214049	9514	3	2	2.25
لموضوع	214049	9514	3	2	2.25
وراءه	214049	9514	3	2	2.25
يتبين	214049	9514	3	2	2.25
والنبوة	214049	9514	3	2	2.25
مفاهيم	214049	9514	3	2	2.25
اختراق	214049	9514	3	2	2.25
الأفراد	214049	9514	3	2	2.25
فرج	214049	9514	3	2	2.25
انتفعت	214049	9514	3	2	2.25
الإعلامي	214049	9514	3	2	2.25
اللاحقة	214049	9514	3	2	2.25
تدل	214049	9514	3	2	2.25
بفقه	214049	9514	3	2	2.25
عموما	214049	9514	3	2	2.25
ومحاولات	214049	9514	3	2	2.25
والمقاربات	214049	9514	3	2	2.25
الطبيعة	214049	9514	3	2	2.25
بالمشروع	214049	9514	3	2	2.25
تمتد	214049	9514	3	2	2.25
خارطة	214049	9514	3	2	2.25
وأدواته	214049	9514	3	2	2.25
ومجالات	214049	9514	3	2	2.25
الصحفي	214049	9514	3	2	2.25
والقرن	214049	9514	3	2	2.25
والنمسا	214049	9514	3	2	2.25
للمد	214049	9514	3	2	2.25
دورها	214049	9514	3	2	2.25
الضخم	214049	9514	3	2	2.25
رابطة	214049	9514	3	2	2.25
فيغتنموه	214049	9514	3	2	2.25
تبرز	214049	9514	3	2	2.25
موجهة	214049	9514	3	2	2.25
منصفة	214049	9514	3	2	2.25
الإمكانات	214049	9514	3	2	2.25
يمارسون	214049	9514	3	2	2.25
لتؤكد	214049	9514	3	2	2.25
الوسطى	214049	9514	28	5	2.22
صلة	214049	9514	28	5	2.22
الكثير	214049	9514	40	6	2.20
يعتبر	214049	9514	18	4	2.20
الحاضر	214049	9514	18	4	2.20
الصليبية	214049	9514	53	7	2.19
مثل	214049	9514	96	10	2.17
خاص	214049	9514	29	5	2.16
وجود	214049	9514	29	5	2.16
بدراسة	214049	9514	29	5	2.16
شرق	214049	9514	29	5	2.16
العام	214049	9514	29	5	2.16
السياسي	214049	9514	41	6	2.15
إسلامية	214049	9514	41	6	2.15
وقد	214049	9514	283	21	2.12
يزال	214049	9514	19	4	2.12
الجانب	214049	9514	19	4	2.12
زمن	214049	9514	10	3	2.12
بالاستعمار	214049	9514	10	3	2.12
للنشر	214049	9514	10	3	2.12
ثقافية	214049	9514	10	3	2.12
النظرية	214049	9514	10	3	2.12
رودي	214049	9514	10	3	2.12
مجال	214049	9514	55	7	2.11
فعل	214049	9514	30	5	2.10
حيث	214049	9514	131	12	2.07
بعض	214049	9514	164	14	2.07
هـذا	214049	9514	43	6	2.06
المعرفي	214049	9514	31	5	2.04
نحو	214049	9514	31	5	2.04
فهي	214049	9514	20	4	2.04
إلغاء	214049	9514	20	4	2.04
الموسوعة	214049	9514	20	4	2.04
حلاق	214049	9514	20	4	2.04
أساسي	214049	9514	11	3	2.00
الثالثة	214049	9514	11	3	2.00
مهمة	214049	9514	11	3	2.00
باحثين	214049	9514	11	3	2.00
يوجد	214049	9514	11	3	2.00
ذي	214049	9514	11	3	2.00
الحديث	214049	9514	119	11	1.98
بحوث	214049	9514	21	4	1.97
الكتابات	214049	9514	21	4	1.97
وجهة	214049	9514	21	4	1.97
قس	214049	9514	4	2	1.97
Post	214049	9514	4	2	1.97
وسوريا	214049	9514	4	2	1.97
تناولت	214049	9514	4	2	1.97
يميز	214049	9514	4	2	1.97
نقصد	214049	9514	4	2	1.97
بطابع	214049	9514	4	2	1.97
تؤكد	214049	9514	4	2	1.97
لصالح	214049	9514	4	2	1.97
وفيما	214049	9514	4	2	1.97
موضوعا	214049	9514	4	2	1.97
1980م	214049	9514	4	2	1.97
رأينا	214049	9514	4	2	1.97
الإيجابي	214049	9514	4	2	1.97
وهبة	214049	9514	4	2	1.97
ص644	214049	9514	4	2	1.97
ناجي	214049	9514	4	2	1.97
ص31	214049	9514	4	2	1.97
يدخلون	214049	9514	4	2	1.97
انطلاقا	214049	9514	4	2	1.97
الحرص	214049	9514	4	2	1.97
الإيجابية	214049	9514	4	2	1.97
نشاطات	214049	9514	4	2	1.97
المؤلفة	214049	9514	4	2	1.97
ودعم	214049	9514	4	2	1.97
يشك	214049	9514	4	2	1.97
الجملة	214049	9514	4	2	1.97
مفردة	214049	9514	4	2	1.97
التأريخ	214049	9514	4	2	1.97
يربط	214049	9514	4	2	1.97
التعميم	214049	9514	4	2	1.97
كرد	214049	9514	4	2	1.97
تقليد	214049	9514	4	2	1.97
وفرنسا	214049	9514	4	2	1.97
وكذا	214049	9514	4	2	1.97
تتجه	214049	9514	4	2	1.97
تعزيز	214049	9514	4	2	1.97
رسمية	214049	9514	4	2	1.97
وجهات	214049	9514	4	2	1.97
انتقادات	214049	9514	4	2	1.97
اختلفت	214049	9514	4	2	1.97
أظن	214049	9514	4	2	1.97
مثله	214049	9514	4	2	1.97
والإسلام	214049	9514	33	5	1.94
العلم	214049	9514	75	8	1.91
ظل	214049	9514	22	4	1.90
شك	214049	9514	22	4	1.90
معنى	214049	9514	22	4	1.90
السابع	214049	9514	12	3	1.89
ولكنه	214049	9514	12	3	1.89
الرسمي	214049	9514	12	3	1.89
والثقافية	214049	9514	12	3	1.89
معينة	214049	9514	12	3	1.89
رغم	214049	9514	12	3	1.89
تكن	214049	9514	12	3	1.89
ميدان	214049	9514	12	3	1.89
خلالها	214049	9514	12	3	1.89
والآداب	214049	9514	12	3	1.89
الاستعمارية	214049	9514	47	6	1.89
أم	214049	9514	47	6	1.89
علمي	214049	9514	34	5	1.89
لدراسة	214049	9514	48	6	1.85
لنا	214049	9514	35	5	1.84
وإن	214049	9514	35	5	1.84
إضعاف	214049	9514	23	4	1.84
وهذا	214049	9514	78	8	1.83
هذه	214049	9514	326	22	1.83
لكن	214049	9514	49	6	1.82
فكرية	214049	9514	13	3	1.80
بتاريخ	214049	9514	13	3	1.80
يريد	214049	9514	13	3	1.80
حال	214049	9514	13	3	1.80
ويقول	214049	9514	13	3	1.80
صاحب	214049	9514	13	3	1.80
النقدية	214049	9514	13	3	1.80
تشكيل	214049	9514	13	3	1.80
الدعم	214049	9514	13	3	1.80
فيما	214049	9514	64	7	1.80
العقيقي	214049	9514	36	5	1.80
ة	214049	9514	527	32	1.78
فرنسا	214049	9514	50	6	1.78
تدريس	214049	9514	5	2	1.76
بقوة	214049	9514	5	2	1.76
انطلق	214049	9514	5	2	1.76
البلد	214049	9514	5	2	1.76
عمايرة	214049	9514	5	2	1.76
تعريفه	214049	9514	5	2	1.76
يتحدث	214049	9514	5	2	1.76
الدعوات	214049	9514	5	2	1.76
زوايا	214049	9514	5	2	1.76
قرنين	214049	9514	5	2	1.76
تقريبا	214049	9514	5	2	1.76
مشتقة	214049	9514	5	2	1.76
الاطار	214049	9514	5	2	1.76
تقسيم	214049	9514	5	2	1.76
زاوية	214049	9514	5	2	1.76
والغربية	214049	9514	5	2	1.76
مازن	214049	9514	5	2	1.76
تناولوا	214049	9514	5	2	1.76
التخصصات	214049	9514	5	2	1.76
مجالا	214049	9514	5	2	1.76
كابرييلي	214049	9514	5	2	1.76
الحالة	214049	9514	5	2	1.76
مسار	214049	9514	5	2	1.76
منشور	214049	9514	5	2	1.76
قيل	214049	9514	5	2	1.76
القارئ	214049	9514	5	2	1.76
نبذة	214049	9514	5	2	1.76
مأخوذ	214049	9514	5	2	1.76
سيئة	214049	9514	5	2	1.76
الاستغناء	214049	9514	5	2	1.76
وسبب	214049	9514	5	2	1.76
تعميق	214049	9514	5	2	1.76
تقويم	214049	9514	5	2	1.76
بشأن	214049	9514	5	2	1.76
متنو	214049	9514	5	2	1.76
بعلوم	214049	9514	5	2	1.76
الأسباب	214049	9514	5	2	1.76
باختصار	214049	9514	5	2	1.76
الفرعي	214049	9514	5	2	1.76
والتاسع	214049	9514	5	2	1.76
وترجمة	214049	9514	5	2	1.76
الانتشار	214049	9514	5	2	1.76
وبدأت	214049	9514	5	2	1.76
عهده	214049	9514	5	2	1.76
العلماني	214049	9514	5	2	1.76
يظن	214049	9514	5	2	1.76
جهات	214049	9514	5	2	1.76
وقضايا	214049	9514	5	2	1.76
دراسات	214049	9514	114	10	1.74
دور	214049	9514	25	4	1.72
الإنجليزية	214049	9514	25	4	1.72
المراكز	214049	9514	14	3	1.71
