token	corpus size	all contexts size	frequency	co-frequency	specificity
ãonica	40694	3912	3	2	1.60
limita	40694	3912	3	2	1.60
preciosismo	40694	3912	3	2	1.60
ardor	40694	3912	3	2	1.60
alguien	40694	3912	3	2	1.60
obsesión	40694	3912	3	2	1.60
vigencia	40694	3912	3	2	1.60
comunes	40694	3912	3	2	1.60
escrito	40694	3912	3	2	1.60
estableciã	40694	3912	3	2	1.60
tutoría	40694	3912	3	2	1.60
flujos	40694	3912	3	2	1.60
audiovisual	40694	3912	3	2	1.60
pierda	40694	3912	3	2	1.60
cubanos	40694	3912	3	2	1.60
jefe	40694	3912	3	2	1.60
actualizado	40694	3912	3	2	1.60
economãa	40694	3912	3	2	1.60
medios	40694	3912	20	5	1.55
dentro	40694	3912	20	5	1.55
tiene	40694	3912	20	5	1.55
uso	40694	3912	27	6	1.55
término	40694	3912	8	3	1.52
moderno	40694	3912	8	3	1.52
caracterã	40694	3912	8	3	1.52
visual	40694	3912	8	3	1.52
victor	40694	3912	8	3	1.52
tuvo	40694	3912	14	4	1.51
occidental	40694	3912	45	8	1.43
culturales	40694	3912	37	7	1.42
importante	40694	3912	15	4	1.42
analizar	40694	3912	15	4	1.42
original	40694	3912	15	4	1.42
escribir	40694	3912	9	3	1.39
seã	40694	3912	9	3	1.39
importantes	40694	3912	9	3	1.39
frontera	40694	3912	9	3	1.39
personalidad	40694	3912	9	3	1.39
sol	40694	3912	9	3	1.39
asiã	40694	3912	9	3	1.39
libro	40694	3912	47	8	1.35
regiã	40694	3912	23	5	1.35
artes	40694	3912	23	5	1.35
asã	40694	3912	23	5	1.35
identidad	40694	3912	23	5	1.35
historia	40694	3912	101	14	1.35
cristiandad	40694	3912	4	2	1.34
relacionado	40694	3912	4	2	1.34
marxista	40694	3912	4	2	1.34
principio	40694	3912	4	2	1.34
convertido	40694	3912	4	2	1.34
treinta	40694	3912	4	2	1.34
sitãoa	40694	3912	4	2	1.34
local	40694	3912	4	2	1.34
utilizado	40694	3912	4	2	1.34
sociã	40694	3912	4	2	1.34
utilizaba	40694	3912	4	2	1.34
rara	40694	3912	4	2	1.34
oxford	40694	3912	4	2	1.34
ofreciendo	40694	3912	4	2	1.34
interpretaciones	40694	3912	4	2	1.34
escenario	40694	3912	4	2	1.34
construido	40694	3912	4	2	1.34
cuyos	40694	3912	4	2	1.34
miembros	40694	3912	4	2	1.34
considera	40694	3912	4	2	1.34
admirar	40694	3912	4	2	1.34
modelos	40694	3912	4	2	1.34
doble	40694	3912	4	2	1.34
ala	40694	3912	4	2	1.34
intercultural	40694	3912	4	2	1.34
diversidad	40694	3912	4	2	1.34
contemporáneo	40694	3912	4	2	1.34
ticos	40694	3912	16	4	1.34
imágenes	40694	3912	16	4	1.34
pueblos	40694	3912	31	6	1.33
polã	40694	3912	48	8	1.32
su	40694	3912	297	33	1.29
rica	40694	3912	24	5	1.29
retratos	40694	3912	10	3	1.28
tesis	40694	3912	10	3	1.28
sistemas	40694	3912	10	3	1.28
partir	40694	3912	17	4	1.26
incluso	40694	3912	17	4	1.26
cómo	40694	3912	18	4	1.20
ellos	40694	3912	18	4	1.20
oriente	40694	3912	204	23	1.19
dominaciã	40694	3912	11	3	1.19
franceses	40694	3912	11	3	1.19
sentido	40694	3912	11	3	1.19
motivos	40694	3912	11	3	1.19
particular	40694	3912	11	3	1.19
origen	40694	3912	11	3	1.19
procesos	40694	3912	11	3	1.19
patrimonio	40694	3912	11	3	1.19
visitar	40694	3912	11	3	1.19
referirse	40694	3912	5	2	1.17
duda	40694	3912	5	2	1.17
pensar	40694	3912	5	2	1.17
finalmente	40694	3912	5	2	1.17
resultó	40694	3912	5	2	1.17
orígenes	40694	3912	5	2	1.17
hacen	40694	3912	5	2	1.17
cuadros	40694	3912	5	2	1.17
veinte	40694	3912	5	2	1.17
dominar	40694	3912	5	2	1.17
usa	40694	3912	5	2	1.17
procedente	40694	3912	5	2	1.17
materia	40694	3912	5	2	1.17
analiza	40694	3912	5	2	1.17
harem	40694	3912	5	2	1.17
dado	40694	3912	5	2	1.17
aquello	40694	3912	5	2	1.17
fines	40694	3912	5	2	1.17
gentilicio	40694	3912	5	2	1.17
presenta	40694	3912	5	2	1.17
técnica	40694	3912	5	2	1.17
comercio	40694	3912	5	2	1.17
mediterráneo	40694	3912	5	2	1.17
paã	40694	3912	27	5	1.14
europeo	40694	3912	19	4	1.14
json	40694	3912	19	4	1.14
cual	40694	3912	12	3	1.10
ademã	40694	3912	12	3	1.10
menudo	40694	3912	12	3	1.10
books	40694	3912	12	3	1.10
áfrica	40694	3912	12	3	1.10
sólo	40694	3912	12	3	1.10
memoria	40694	3912	20	4	1.09
artistas	40694	3912	48	7	1.05
xix	40694	3912	39	6	1.04
neo	40694	3912	13	3	1.03
comentario	40694	3912	13	3	1.03
género	40694	3912	13	3	1.03
ello	40694	3912	13	3	1.03
comunicación	40694	3912	13	3	1.03
parece	40694	3912	6	2	1.03
supuesto	40694	3912	6	2	1.03
hizo	40694	3912	6	2	1.03
despuã	40694	3912	6	2	1.03
estética	40694	3912	6	2	1.03
des	40694	3912	6	2	1.03
asociados	40694	3912	6	2	1.03
población	40694	3912	6	2	1.03
representación	40694	3912	6	2	1.03
demanda	40694	3912	6	2	1.03
modelo	40694	3912	6	2	1.03
hemisferio	40694	3912	1	1	1.02
esfera	40694	3912	1	1	1.02
terrestre	40694	3912	1	1	1.02
biogeografã	40694	3912	1	1	1.02
banda	40694	3912	1	1	1.02
municipio	40694	3912	1	1	1.02
mexicano	40694	3912	1	1	1.02
junã	40694	3912	1	1	1.02
gobernaciã	40694	3912	1	1	1.02
congo	40694	3912	1	1	1.02
football	40694	3912	1	1	1.02
fãotbol	40694	3912	1	1	1.02
valientes	40694	3912	1	1	1.02
estudian	40694	3912	1	1	1.02
ortografía	40694	3912	1	1	1.02
hindú	40694	3912	1	1	1.02
cuestionar	40694	3912	1	1	1.02
contribuciones	40694	3912	1	1	1.02
lebre	40694	3912	1	1	1.02
postulados	40694	3912	1	1	1.02
parcela	40694	3912	1	1	1.02
propiciado	40694	3912	1	1	1.02
retroceso	40694	3912	1	1	1.02
recalcitrantes	40694	3912	1	1	1.02
arraigada	40694	3912	1	1	1.02
ejerce	40694	3912	1	1	1.02
durabilidad	40694	3912	1	1	1.02
empleado	40694	3912	1	1	1.02
americano	40694	3912	1	1	1.02
reposado	40694	3912	1	1	1.02
lebres	40694	3912	1	1	1.02
celebrados	40694	3912	1	1	1.02
paradigmas	40694	3912	1	1	1.02
ofrecieron	40694	3912	1	1	1.02
fitzgerlad	40694	3912	1	1	1.02
sico	40694	3912	1	1	1.02
pretendido	40694	3912	1	1	1.02
considerar	40694	3912	1	1	1.02
regularizada	40694	3912	1	1	1.02
arabistas	40694	3912	1	1	1.02
sylvestre	40694	3912	1	1	1.02
referido	40694	3912	1	1	1.02
sustanciales	40694	3912	1	1	1.02
sticoâ	40694	3912	1	1	1.02
posiciã	40694	3912	1	1	1.02
imames	40694	3912	1	1	1.02
integrado	40694	3912	1	1	1.02
caught	40694	3912	1	1	1.02
declaraba	40694	3912	1	1	1.02
monárquico	40694	3912	1	1	1.02
languidecido	40694	3912	1	1	1.02
fabricar	40694	3912	1	1	1.02
coincidiã	40694	3912	1	1	1.02
razonamiento	40694	3912	1	1	1.02
contrapuesto	40694	3912	1	1	1.02
micosâ	40694	3912	1	1	1.02
rbaros	40694	3912	1	1	1.02
permitirã	40694	3912	1	1	1.02
retrasadas	40694	3912	1	1	1.02
desarrollada	40694	3912	1	1	1.02
novelistas	40694	3912	1	1	1.02
sofos	40694	3912	1	1	1.02
instituciã	40694	3912	1	1	1.02
esbozadas	40694	3912	1	1	1.02
representarse	40694	3912	1	1	1.02
forjado	40694	3912	1	1	1.02
distingue	40694	3912	1	1	1.02
caracterizar	40694	3912	1	1	1.02
retrasado	40694	3912	1	1	1.02
roe	40694	3912	1	1	1.02
colonizador	40694	3912	1	1	1.02
sombra	40694	3912	1	1	1.02
terrible	40694	3912	1	1	1.02
penetrado	40694	3912	1	1	1.02
apoderado	40694	3912	1	1	1.02
rechazos	40694	3912	1	1	1.02
school	40694	3912	1	1	1.02
african	40694	3912	1	1	1.02
asienta	40694	3912	1	1	1.02
idealismo	40694	3912	1	1	1.02
causada	40694	3912	1	1	1.02
exprimen	40694	3912	1	1	1.02
marxism	40694	3912	1	1	1.02
cosmopolitanism	40694	3912	1	1	1.02
postorientalismo	40694	3912	1	1	1.02
articulos	40694	3912	1	1	1.02
discur	40694	3912	1	1	1.02
sentó	40694	3912	1	1	1.02
activismo	40694	3912	1	1	1.02
describía	40694	3912	1	1	1.02
impedido	40694	3912	1	1	1.02
seno	40694	3912	1	1	1.02
permitió	40694	3912	1	1	1.02
despojar	40694	3912	1	1	1.02
religiosidad	40694	3912	1	1	1.02
acusaron	40694	3912	1	1	1.02
revelar	40694	3912	1	1	1.02
releí	40694	3912	1	1	1.02
pudiese	40694	3912	1	1	1.02
agregársele	40694	3912	1	1	1.02
avecindadas	40694	3912	1	1	1.02
córdoba	40694	3912	1	1	1.02
creyeron	40694	3912	1	1	1.02
cronistas	40694	3912	1	1	1.02
indias	40694	3912	1	1	1.02
idéntico	40694	3912	1	1	1.02
celo	40694	3912	1	1	1.02
aborrecidos	40694	3912	1	1	1.02
colosal	40694	3912	1	1	1.02
antiesencialista	40694	3912	1	1	1.02
alevosa	40694	3912	1	1	1.02
larcher	40694	3912	1	1	1.02
savant	40694	3912	1	1	1.02
littéraire	40694	3912	1	1	1.02
catalogar	40694	3912	1	1	1.02
creo	40694	3912	1	1	1.02
inasible	40694	3912	1	1	1.02
subjetivo	40694	3912	1	1	1.02
eruditamente	40694	3912	1	1	1.02
sabios	40694	3912	1	1	1.02
basaron	40694	3912	1	1	1.02
simbólicas	40694	3912	1	1	1.02
cautivador	40694	3912	1	1	1.02
accesibles	40694	3912	1	1	1.02
aguafuerte	40694	3912	1	1	1.02
aguatinta	40694	3912	1	1	1.02
adherido	40694	3912	1	1	1.02
sugerente	40694	3912	1	1	1.02
formulado	40694	3912	1	1	1.02
evocaciones	40694	3912	1	1	1.02
impostado	40694	3912	1	1	1.02
dialéctica	40694	3912	1	1	1.02
bilbao	40694	3912	1	1	1.02
predilecciã	40694	3912	1	1	1.02
utilizaciã	40694	3912	1	1	1.02
agrupar	40694	3912	1	1	1.02
quiera	40694	3912	1	1	1.02
definiã	40694	3912	1	1	1.02
sustituyã	40694	3912	1	1	1.02
queden	40694	3912	1	1	1.02
deslumbrados	40694	3912	1	1	1.02
imaginaciã	40694	3912	1	1	1.02
pagados	40694	3912	1	1	1.02
manifestã	40694	3912	1	1	1.02
naciendo	40694	3912	1	1	1.02
adaptar	40694	3912	1	1	1.02
movieron	40694	3912	1	1	1.02
obedece	40694	3912	1	1	1.02
historicista	40694	3912	1	1	1.02
reciben	40694	3912	1	1	1.02
humboldt	40694	3912	1	1	1.02
resonante	40694	3912	1	1	1.02
apuesto	40694	3912	1	1	1.02
docena	40694	3912	1	1	1.02
inmediata	40694	3912	1	1	1.02
examinará	40694	3912	1	1	1.02
ocupó	40694	3912	1	1	1.02
vehiculizar	40694	3912	1	1	1.02
mágico	40694	3912	1	1	1.02
encantada	40694	3912	1	1	1.02
mostró	40694	3912	1	1	1.02
anonymous	40694	3912	1	1	1.02
venetian	40694	3912	1	1	1.02
painting	40694	3912	1	1	1.02
reception	40694	3912	1	1	1.02
veneciana	40694	3912	1	1	1.02
recepciã	40694	3912	1	1	1.02
arqueologã	40694	3912	1	1	1.02
africanos	40694	3912	1	1	1.02
pontificio	40694	3912	1	1	1.02
refiriã	40694	3912	1	1	1.02
anticuadas	40694	3912	1	1	1.02
operan	40694	3912	1	1	1.02
seducciã	40694	3912	1	1	1.02
cumplã	40694	3912	1	1	1.02
mito	40694	3912	1	1	1.02
corrupto	40694	3912	1	1	1.02
veã	40694	3912	1	1	1.02
claro	40694	3912	1	1	1.02
volviã	40694	3912	1	1	1.02
concebir	40694	3912	1	1	1.02
erã	40694	3912	1	1	1.02
emociã	40694	3912	1	1	1.02
tipologã	40694	3912	1	1	1.02
concretan	40694	3912	1	1	1.02
hebrea	40694	3912	1	1	1.02
encarnaban	40694	3912	1	1	1.02
atrajo	40694	3912	1	1	1.02
originada	40694	3912	1	1	1.02
llevaba	40694	3912	1	1	1.02
collage	40694	3912	1	1	1.02
ideales	40694	3912	1	1	1.02
oportunidades	40694	3912	1	1	1.02
desplegados	40694	3912	1	1	1.02
cofluencia	40694	3912	1	1	1.02
dedicã	40694	3912	1	1	1.02
basaba	40694	3912	1	1	1.02
persistiã	40694	3912	1	1	1.02
evidencian	40694	3912	1	1	1.02
telã	40694	3912	1	1	1.02
continuã	40694	3912	1	1	1.02
nineteenth	40694	3912	1	1	1.02
birth	40694	3912	1	1	1.02
alternative	40694	3912	1	1	1.02
americas	40694	3912	1	1	1.02
iberian	40694	3912	1	1	1.02
peninsula	40694	3912	1	1	1.02
digitalizados	40694	3912	1	1	1.02
postura	40694	3912	1	1	1.02
tomado	40694	3912	1	1	1.02
misioneros	40694	3912	1	1	1.02
naturalistas	40694	3912	1	1	1.02
adentraron	40694	3912	1	1	1.02
vencer	40694	3912	1	1	1.02
fuese	40694	3912	1	1	1.02
bárbaros	40694	3912	1	1	1.02
tristemente	40694	3912	1	1	1.02
narradores	40694	3912	1	1	1.02
hablan	40694	3912	1	1	1.02
ensalza	40694	3912	1	1	1.02
rasgo	40694	3912	1	1	1.02
separa	40694	3912	1	1	1.02
impuesta	40694	3912	1	1	1.02
permitido	40694	3912	1	1	1.02
gobernarlos	40694	3912	1	1	1.02
entendería	40694	3912	1	1	1.02
destapa	40694	3912	1	1	1.02
maquinaria	40694	3912	1	1	1.02
confrontación	40694	3912	1	1	1.02
injerencia	40694	3912	1	1	1.02
avalar	40694	3912	1	1	1.02
geoestratégicos	40694	3912	1	1	1.02
longevo	40694	3912	1	1	1.02
lanzarse	40694	3912	1	1	1.02
mitades	40694	3912	1	1	1.02
encarna	40694	3912	1	1	1.02
manifiesta	40694	3912	1	1	1.02
caracterizado	40694	3912	1	1	1.02
licencias	40694	3912	1	1	1.02
involuntarios	40694	3912	1	1	1.02
periodístico	40694	3912	1	1	1.02
inevitable	40694	3912	1	1	1.02
aludir	40694	3912	1	1	1.02
hablamos	40694	3912	1	1	1.02
trae	40694	3912	1	1	1.02
inapelable	40694	3912	1	1	1.02
afectan	40694	3912	1	1	1.02
adelantamos	40694	3912	1	1	1.02
polariza	40694	3912	1	1	1.02
progresar	40694	3912	1	1	1.02
torpes	40694	3912	1	1	1.02
fanáticos	40694	3912	1	1	1.02
reflejar	40694	3912	1	1	1.02
consumo	40694	3912	1	1	1.02
necesariamente	40694	3912	1	1	1.02
tintes	40694	3912	1	1	1.02
artísticamente	40694	3912	1	1	1.02
produzca	40694	3912	1	1	1.02
confunden	40694	3912	1	1	1.02
trozo	40694	3912	1	1	1.02
actúe	40694	3912	1	1	1.02
profético	40694	3912	1	1	1.02
tomemos	40694	3912	1	1	1.02
representativo	40694	3912	1	1	1.02
justifican	40694	3912	1	1	1.02
gobierna	40694	3912	1	1	1.02
consideraban	40694	3912	1	1	1.02
deslumbraba	40694	3912	1	1	1.02
atemporal	40694	3912	1	1	1.02
contrastaba	40694	3912	1	1	1.02
sostenía	40694	3912	1	1	1.02
considerarse	40694	3912	1	1	1.02
logros	40694	3912	1	1	1.02
giraban	40694	3912	1	1	1.02
recurría	40694	3912	1	1	1.02
evocar	40694	3912	1	1	1.02
desempeñó	40694	3912	1	1	1.02
reinterpretan	40694	3912	1	1	1.02
imaginería	40694	3912	1	1	1.02
delicado	40694	3912	1	1	1.02
interesarse	40694	3912	1	1	1.02
estrechamente	40694	3912	1	1	1.02
produjeron	40694	3912	1	1	1.02
intrã	40694	3912	1	1	1.02
nsecamente	40694	3912	1	1	1.02
metodologã	40694	3912	1	1	1.02
examinar	40694	3912	1	1	1.02
describiã	40694	3912	1	1	1.02
exageraciã	40694	3912	1	1	1.02
analã	40694	3912	1	1	1.02
sutil	40694	3912	1	1	1.02
persistente	40694	3912	1	1	1.02
acaban	40694	3912	1	1	1.02
reduciendo	40694	3912	1	1	1.02
ficcionales	40694	3912	1	1	1.02
conceptualizada	40694	3912	1	1	1.02
adoptada	40694	3912	1	1	1.02
basadas	40694	3912	1	1	1.02
ficticias	40694	3912	1	1	1.02
distorsiona	40694	3912	1	1	1.02
versados	40694	3912	1	1	1.02
peyorativa	40694	3912	1	1	1.02
ficcional	40694	3912	1	1	1.02
feminizado	40694	3912	1	1	1.02
jugado	40694	3912	1	1	1.02
refuerza	40694	3912	1	1	1.02
surgieron	40694	3912	1	1	1.02
limitado	40694	3912	1	1	1.02
mezclando	40694	3912	1	1	1.02
homogã	40694	3912	1	1	1.02
oleg	40694	3912	1	1	1.02
grabar	40694	3912	1	1	1.02
xxiii	40694	3912	1	1	1.02
today	40694	3912	1	1	1.02
just	40694	3912	1	1	1.02
veintidã	40694	3912	1	1	1.02
sinoparlante	40694	3912	1	1	1.02
venía	40694	3912	1	1	1.02
identificaba	40694	3912	1	1	1.02
evidenciaron	40694	3912	1	1	1.02
realistas	40694	3912	1	1	1.02
usado	40694	3912	1	1	1.02
palestra	40694	3912	1	1	1.02
cautivó	40694	3912	1	1	1.02
concubinas	40694	3912	1	1	1.02
desnudas	40694	3912	1	1	1.02
admiraban	40694	3912	1	1	1.02
encontraron	40694	3912	1	1	1.02
escocés	40694	3912	1	1	1.02
ente	40694	3912	1	1	1.02
mitológicas	40694	3912	1	1	1.02
encuadraron	40694	3912	1	1	1.02
cultivadores	40694	3912	1	1	1.02
inicionumã	40694	3912	1	1	1.02
ros	40694	3912	1	1	1.02
recensionsjosã	40694	3912	1	1	1.02
cover	40694	3912	1	1	1.02
constituido	40694	3912	1	1	1.02
conocida	40694	3912	1	1	1.02
genã	40694	3912	1	1	1.02
ricamente	40694	3912	1	1	1.02
exclusiva	40694	3912	1	1	1.02
unidireccional	40694	3912	1	1	1.02
determinarã	40694	3912	1	1	1.02
creaciones	40694	3912	1	1	1.02
aclarando	40694	3912	1	1	1.02
inserciã	40694	3912	1	1	1.02
conforman	40694	3912	1	1	1.02
emblemã	40694	3912	1	1	1.02
matriz	40694	3912	1	1	1.02
emirato	40694	3912	1	1	1.02
desencadenã	40694	3912	1	1	1.02
egiptologã	40694	3912	1	1	1.02
adentra	40694	3912	1	1	1.02
descubriendo	40694	3912	1	1	1.02
facetas	40694	3912	1	1	1.02
manifestaciã	40694	3912	1	1	1.02
cartã	40694	3912	1	1	1.02
inventan	40694	3912	1	1	1.02
paralela	40694	3912	1	1	1.02
perdura	40694	3912	1	1	1.02
anti	40694	3912	1	1	1.02
encerradas	40694	3912	1	1	1.02
excesivamente	40694	3912	1	1	1.02
discernirse	40694	3912	1	1	1.02
permeado	40694	3912	1	1	1.02
establecían	40694	3912	1	1	1.02
diversos	40694	3912	1	1	1.02
abordaron	40694	3912	1	1	1.02
preferentemente	40694	3912	1	1	1.02
ligada	40694	3912	1	1	1.02
evangelización	40694	3912	1	1	1.02
inciertos	40694	3912	1	1	1.02
abría	40694	3912	1	1	1.02
alas	40694	3912	1	1	1.02
configuración	40694	3912	1	1	1.02
geopolítica	40694	3912	1	1	1.02
fundamenta	40694	3912	1	1	1.02
abarcando	40694	3912	1	1	1.02
caracteres	40694	3912	1	1	1.02
tutorial	40694	3912	1	1	1.02
graduada	40694	3912	1	1	1.02
ayudante	40694	3912	1	1	1.02
implanta	40694	3912	1	1	1.02
hegemónicas	40694	3912	1	1	1.02
agilicen	40694	3912	1	1	1.02
pensadores	40694	3912	1	1	1.02
situar	40694	3912	1	1	1.02
multinacionales	40694	3912	1	1	1.02
parentesco	40694	3912	1	1	1.02
urbanos	40694	3912	1	1	1.02
territoriales	40694	3912	1	1	1.02
tomando	40694	3912	1	1	1.02
organismos	40694	3912	1	1	1.02
presentes	40694	3912	1	1	1.02
